route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
801,RINFRA-801-1_Weekday-30,47114830,,1,111,801SB_120323
801,RINFRA-801-1_Weekday-30,47114831,,1,123,801SB_120323
801,RINFRA-801-1_Weekday-30,47114832,,0,123,801NB_120323
801,RINFRA-801-1_Weekday-30,47114833,,0,125,801NB_120323
801,RINFRA-801-1_Weekday-30,47114834,,0,101,801NB_120323
801,RINFRA-801-1_Weekday-30,47114835,,0,102,801NB_120323
801,RINFRA-801-1_Weekday-30,47114836,,0,109,801NB_120323
801,RINFRA-801-1_Weekday-30,47114837,,0,104,801NB_120323
801,RINFRA-801-1_Weekday-30,47114838,,0,103,801NB_120323
801,RINFRA-801-1_Weekday-30,47114839,,1,108,801SB_120323
801,RINFRA-801-1_Weekday-30,47114840,,1,107,801SB_120323
801,RINFRA-801-1_Weekday-30,47114841,,0,106,801NB_120323
801,RINFRA-801-1_Weekday-30,47114842,,0,110,801NB_120323
801,RINFRA-801-1_Weekday-30,47114843,,1,112,801SB_120323
801,RINFRA-801-1_Weekday-30,47114844,,1,103,801SB_120323
801,RINFRA-801-1_Weekday-30,47114845,,0,107,801NB_120323
801,RINFRA-801-1_Weekday-30,47114847,,0,106,801NB_120323
801,RINFRA-801-1_Weekday-30,47114848,,1,106,801SB_120323
806,RINFRA-801-1_Weekday-30,47114849,,1,658,806SB_160306
806,RINFRA-801-1_Weekday-30,47114850,,1,651,806SB_160306
806,RINFRA-801-1_Weekday-30,47114851,,1,602,806SB_160306
806,RINFRA-801-1_Weekday-30,47114852,,1,654,806SB_160306
806,RINFRA-801-1_Weekday-30,47114853,,1,604,806SB_160306
806,RINFRA-801-1_Weekday-30,47114854,,1,652,806SB_160306
806,RINFRA-801-1_Weekday-30,47114855,,1,655,806SB_160306
806,RINFRA-801-1_Weekday-30,47114856,,1,656,806SB_160306
806,RINFRA-801-1_Weekday-30,47114857,,1,601,806SB_160306
806,RINFRA-801-1_Weekday-30,47114858,,1,602,806SB_160306
806,RINFRA-801-1_Weekday-30,47114859,,1,603,806SB_160306
806,RINFRA-801-1_Weekday-30,47114860,,1,604,806SB_160306
806,RINFRA-801-1_Weekday-30,47114861,,1,652,806SB_160306
806,RINFRA-801-1_Weekday-30,47114862,,1,653,806SB_160306
806,RINFRA-801-1_Weekday-30,47114863,,1,653,806SB_160306
806,RINFRA-801-1_Weekday-30,47114864,,1,654,806SB_160306
806,RINFRA-801-1_Weekday-30,47114865,,1,655,806SB_160306
806,RINFRA-801-1_Weekday-30,47114866,,1,667,806SB_160306
806,RINFRA-801-1_Weekday-30,47114867,,1,656,806SB_160306
806,RINFRA-801-1_Weekday-30,47114868,,1,603,806SB_160306
806,RINFRA-801-1_Weekday-30,47114869,,1,602,806SB_160306
806,RINFRA-801-1_Weekday-30,47114870,,1,665,806SB_160306
806,RINFRA-801-1_Weekday-30,47114871,,1,666,806SB_160306
806,RINFRA-801-1_Weekday-30,47114872,,1,670,806SB_160306
806,RINFRA-801-1_Weekday-30,47114873,,1,668,806SB_160306
806,RINFRA-801-1_Weekday-30,47114874,,1,669,806SB_160306
806,RINFRA-801-1_Weekday-30,47114875,,1,651,806SB_160306
806,RINFRA-801-1_Weekday-30,47114876,,1,671,806SB_160306
806,RINFRA-801-1_Weekday-30,47114877,,1,666,806SB_160306
806,RINFRA-801-1_Weekday-30,47114878,,1,672,806SB_160306
806,RINFRA-801-1_Weekday-30,47114879,,1,665,806SB_160306
806,RINFRA-801-1_Weekday-30,47114880,,1,667,806SB_160306
806,RINFRA-801-1_Weekday-30,47114881,,1,668,806SB_160306
