datetime,trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,line_id,station_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,tpis_name,hrs,datetime
2018-08-29 11:00:00,46257074,11:00:00,11:00:00,80118,16,801 - 7th Street / Metro Center Station,0,0,801,18,80118,Washington Station,,34.01965,-118.24308400000001,,0,80118S,Washngtn,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46506053,11:00:00,11:00:00,80303,3,803 - Norwalk Station,0,0,803,03,80303,El Segundo Station,,33.916063,-118.38653899999998,,0,80303S,El Sgndo,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46464689,11:00:00,11:00:00,80314,14,803 - Norwalk Station,1,0,803,14,80314,Norwalk Station,,33.914033,-118.104717,,0,80314S,Norwalk,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46292905,11:00:00,11:00:00,80214,1,802 - North Hollywood Station,0,0,802,14,80214,Union Station - Metro Red & Purple Lines,,34.056197,-118.234249,,0,80214S,UnionSta,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46467136,11:00:00,11:00:00,80312,3,803 - Redondo Beach Station,0,0,803,12,80312,Long Beach Blvd Station,,33.92488,-118.20994499999999,,0,80312S,LB Bl,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46373317,11:00:00,11:00:00,80212,12,802 - Union Station / Downtown LA,0,0,802,12,80212,Pershing Square Station,,34.049316,-118.251259,,0,80212S,Persh Sq,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46524645,11:00:00,11:00:00,80108,6,801 - 7th Street / Metro Center Station,0,0,801,08,80108,Wardlow Station,,33.819865,-118.19608999999998,,0,80108S,Wardlow,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46292828,11:00:00,11:00:00,80211,11,802 - Union Station / Downtown LA,0,0,802,11,80211,7th Street / Metro Center Station - Metro Red & Purple Lines,,34.048634,-118.25868200000001,,0,80122S,7MC,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46312283,11:00:00,11:00:00,80421,21,804 - Azusa / Citrus,0,0,804,21,80421,Sierra Madre Villa Station,,34.147752000000004,-118.08121200000001,,0,80421S,Pasadena,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46260383,11:00:00,11:00:00,80139,19,806 - Downtown Santa Monica Station,1,0,801,39,80139,Downtown Santa Monica Station,,34.01401,-118.49138400000001,,0,80139S,S Monica,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46257195,11:00:00,11:00:00,80134,14,806 - Downtown Santa Monica Station,0,0,801,34,80134,Westwood / Rancho Park Station,,34.036815999999995,-118.424576,,0,80134S,Westwood,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46474736,11:00:00,11:00:00,80421,21,804 - Azusa / Citrus,0,0,804,21,80421,Sierra Madre Villa Station,,34.147752000000004,-118.08121200000001,,0,80421S,Pasadena,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46306531,11:00:00,11:00:00,80207,8,802 - North Hollywood Station,0,0,802,07,80207,Vermont / Santa Monica Station,,34.089909999999996,-118.29173,,0,80207S,Ver/SaMo,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46520405,11:00:00,11:00:00,80130,10,806 - 7th Street / Metro Center Station,0,0,801,30,80130,Expo / La Brea / Ethel Bradley Station,,34.024803000000006,-118.35515900000001,,0,80130S,Ex/LBrea,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46467138,11:00:00,11:00:00,80314,14,803 - Norwalk Station,1,0,803,14,80314,Norwalk Station,,33.914033,-118.104717,,0,80314S,Norwalk,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46261452,11:00:00,11:00:00,80121,19,801 - 7th Street / Metro Center Station,0,0,801,21,80121,Pico Station,,34.040735,-118.26611799999999,,0,80121S,Pico,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46292832,11:00:00,11:00:00,80201,1,802 - Union Station / Downtown LA,0,0,802,01,80201,North Hollywood Station,,34.168504,-118.37680800000001,,0,80201S,NoHo,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46252274,11:00:00,11:00:00,80130,10,806 - 7th Street / Metro Center Station,0,0,801,30,80130,Expo / La Brea / Ethel Bradley Station,,34.024803000000006,-118.35515900000001,,0,80130S,Ex/LBrea,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46257193,11:00:00,11:00:00,80139,19,806 - Downtown Santa Monica Station,1,0,801,39,80139,Downtown Santa Monica Station,,34.01401,-118.49138400000001,,0,80139S,S Monica,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46261453,11:00:00,11:00:00,80118,16,801 - 7th Street / Metro Center Station,0,0,801,18,80118,Washington Station,,34.01965,-118.24308400000001,,0,80118S,Washngtn,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46312311,11:00:00,11:00:00,80427,1,804 - Atlantic Station,0,0,804,27,80427,APU / Citrus College Station,,34.136814,-117.891636,,0,80427S,Azusa,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46306608,11:00:00,11:00:00,80210,5,805 - Wilshire / Western Station,0,0,802,10,80210,Westlake / MacArthur Park Station,,34.056368,-118.274879,,0,80210S,Westlake,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46524379,11:00:00,11:00:00,80112,10,801 - 7th Street / Metro Center Station,0,0,801,12,80112,Willowbrook - Rosa Parks Station - Metro Blue Line,,33.928048,-118.237555,,0,80112S,Willwbrk,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46282574,11:00:00,11:00:00,80202,13,802 - North Hollywood Station,0,0,802,02,80202,Universal / Studio City Station,,34.140002,-118.36269899999999,,0,80202S,Univ City,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46525734,11:00:00,11:00:00,80121,10,801 - 7th Street / Metro Center Station,0,0,801,21,80121,Pico Station,,34.040735,-118.26611799999999,,0,80121S,Pico,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46318901,11:00:00,11:00:00,80419,9,804 - Atlantic Station,0,0,804,19,80419,Lake Station,,34.151806,-118.13139,,0,80419S,Lake,11,2018-08-29 11:00:00
2018-08-29 11:00:00,46292899,11:00:00,11:00:00,80202,13,802 - North Hollywood Station,0,0,802,02,80202,Universal / Studio City Station,,34.140002,-118.36269899999999,,0,80202S,Univ City,11,2018-08-29 11:00:00
