id,report_date,report_time,vehicle_id,lat,lon,direction
388,08/29/18,12:37:32,405,34.136919,-117.891003,0
389,08/29/18,12:38:23,451,34.034751,-118.192189,0
390,08/29/18,12:38:23,403,34.109986,-118.194955,180
391,08/29/18,12:38:02,454,34.151845,-118.132701,180
392,08/29/18,12:38:23,408,34.115151,-118.157899,0
393,08/29/18,12:38:31,409,34.0984,-118.206467,0
394,08/29/18,12:41:23,406,34.12906,-117.932574,0
395,08/29/18,12:41:52,401,34.05915,-118.2335,0
396,08/29/18,12:41:31,407,34.14792,-118.077657,0
397,08/29/18,12:38:02,452,34.033395,-118.154466,180
398,08/29/18,12:41:23,404,34.148826,-118.053351,180
399,08/29/18,12:41:31,402,34.033352,-118.163801,180
400,08/29/18,12:41:23,405,34.135809,-117.906884,180
401,08/29/18,12:41:52,451,34.043807,-118.209999,0
402,08/29/18,12:41:52,403,34.098552,-118.206192,180
403,08/29/18,12:41:44,454,34.140317,-118.14815,180
404,08/29/18,12:41:52,408,34.133676,-118.148126,0
405,08/29/18,12:41:23,409,34.108683,-118.197602,0
406,08/29/18,12:44:44,406,34.136014,-117.906198,0
407,08/29/18,12:44:44,401,34.070755,-118.228575,0
408,08/29/18,12:44:04,407,34.148745,-118.039876,0
409,08/29/18,12:44:44,452,34.03335,-118.162183,0
410,08/29/18,12:44:33,404,34.148691,-118.086438,180
411,08/29/18,12:43:54,402,34.033395,-118.154466,180
412,08/29/18,12:44:44,405,34.128676,-117.93575,180
413,08/29/18,12:44:44,451,34.047232,-118.219914,0
414,08/29/18,12:44:25,403,34.084717,-118.215797,180
415,08/29/18,12:44:44,454,34.120945,-118.150918,180
416,08/29/18,12:44:33,408,34.140317,-118.14815,0
417,08/29/18,12:44:33,409,34.111526,-118.186431,0
418,08/29/18,12:46:15,406,34.136919,-117.891003,0
419,08/29/18,12:47:24,401,34.087263,-118.213191,0
420,08/29/18,12:47:56,407,34.1340689,-118.006742,0
421,08/29/18,12:47:56,452,34.033322,-118.182411,0
422,08/29/18,12:46:34,404,34.152417,-118.114348,180
423,08/29/18,12:43:54,402,34.033395,-118.154466,180
424,08/29/18,12:47:56,405,34.132482,-117.976834,180
425,08/29/18,12:46:44,451,34.047861,-118.229378,0
426,08/29/18,12:47:56,403,34.063861,-118.23584,180
427,08/29/18,12:47:56,454,34.1120329,-118.169531,180
428,08/29/18,12:47:56,408,34.15201,-118.1258,0
429,08/29/18,12:47:56,409,34.117204,-118.155258,0
430,08/29/18,12:46:15,406,34.136919,-117.891003,0
431,08/29/18,12:50:48,401,34.10488,-118.203911,0
432,08/29/18,12:49:45,407,34.132444,-117.988407,0
433,08/29/18,12:50:37,452,34.034751,-118.192189,0
434,08/29/18,12:50:30,404,34.151833,-118.135717,180
435,08/29/18,12:50:48,405,34.1333879,-118.004248,180
436,08/29/18,12:50:48,451,34.053441,-118.235998,0
437,08/29/18,12:50:48,403,34.056061,-118.234759,180
438,08/29/18,12:50:30,454,34.108683,-118.197602,180
439,08/29/18,12:50:47,408,34.15237,-118.093421,0
440,08/29/18,12:50:37,409,34.133676,-118.148126,0
441,08/29/18,12:53:58,406,34.136014,-117.906198,180
442,08/29/18,12:53:58,401,34.112125,-118.190023,0
443,08/29/18,12:53:39,407,34.132565,-117.958869,0
444,08/29/18,12:53:28,452,34.042898,-118.207917,0
445,08/29/18,12:53:58,404,34.140317,-118.14815,180
446,08/29/18,12:53:58,405,34.148745,-118.039876,180
447,08/29/18,12:52:05,451,34.057452,-118.23442,0
448,08/29/18,12:53:58,403,34.048083,-118.231104,180
449,08/29/18,12:53:58,454,34.0984,-118.206467,180
450,08/29/18,12:53:58,408,34.148369,-118.073431,0
451,08/29/18,12:53:47,409,34.140317,-118.14815,0
452,08/29/18,12:56:58,406,34.136014,-117.906198,180
453,08/29/18,12:56:58,401,34.112125,-118.190023,0
454,08/29/18,12:56:39,407,34.132565,-117.958869,0
455,08/29/18,12:56:28,452,34.042898,-118.207917,0
456,08/29/18,12:56:58,404,34.140317,-118.14815,180
457,08/29/18,12:56:58,405,34.148745,-118.039876,180
458,08/29/18,12:55:05,451,34.057452,-118.23442,0
459,08/29/18,12:56:58,403,34.048083,-118.231104,180
460,08/29/18,12:56:58,454,34.0984,-118.206467,180
461,08/29/18,12:56:58,408,34.148369,-118.073431,0
462,08/29/18,12:56:47,409,34.140317,-118.14815,0
