id,query_time,seconds_since_report,vehicle_id,lat,lon,direction
93,1535515560,4,405,34.042898,-118.207917,0.0
94,1535515560,17,451,34.148004,-118.07633,180.0
95,1535515560,4,403,34.15201,-118.1258,0.0
96,1535515560,4,454,34.110365,-118.194177,0.0
97,1535515560,23,408,34.0501,-118.237901,180.0
98,1535515560,17,422,34.132387,-117.995414,180.0
99,1535515560,4,409,34.095975,-118.209138,180.0
100,1535515747,121,423,34.132446,-117.991148,180.0
101,1535515747,82,406,34.03335,-118.162183,0.0
102,1535515747,22,401,34.120945,-118.150918,180.0
103,1535515747,22,421,34.140317,-118.14815,180.0
104,1535515747,34,407,34.03335,-118.162183,180.0
105,1535515747,22,452,34.1308999,-117.947721,180.0
106,1535515747,34,404,34.06675,-118.234833,0.0
107,1535515747,32,453,34.13255,-117.966573,0.0
108,1535515747,100,402,34.136919,-117.891003,0.0
109,1535515747,32,405,34.047232,-118.219914,0.0
110,1535515747,32,451,34.152505,-118.10424,180.0
111,1535515747,22,403,34.152505,-118.10424,0.0
112,1535515747,22,454,34.112344,-118.165047,0.0
113,1535515747,58,408,34.047772,-118.227849,180.0
114,1535515747,22,422,34.140337,-118.02527,180.0
115,1535515747,50,409,34.083327,-118.217277,180.0
116,1535515920,121,423,34.132446,-117.991148,180.0
117,1535515920,82,406,34.03335,-118.162183,0.0
118,1535515920,22,401,34.120945,-118.150918,180.0
119,1535515920,22,421,34.140317,-118.14815,180.0
120,1535515920,34,407,34.03335,-118.162183,180.0
121,1535515920,22,452,34.1308999,-117.947721,180.0
122,1535515920,34,404,34.06675,-118.234833,0.0
123,1535515920,32,453,34.13255,-117.966573,0.0
124,1535515920,100,402,34.136919,-117.891003,0.0
125,1535515920,32,405,34.047232,-118.219914,0.0
126,1535515920,32,451,34.152505,-118.10424,180.0
127,1535515920,22,403,34.152505,-118.10424,0.0
128,1535515920,22,454,34.112344,-118.165047,0.0
129,1535515920,58,408,34.047772,-118.227849,180.0
130,1535515920,22,422,34.140337,-118.02527,180.0
131,1535515920,50,409,34.083327,-118.217277,180.0
132,1535516100,21,406,34.033783,-118.192167,0.0
133,1535516100,2,401,34.108683,-118.197602,180.0
134,1535516100,2,421,34.111911,-118.170898,180.0
135,1535516100,252,407,34.033395,-118.154466,180.0
136,1535516100,2,452,34.136759,-118.016578,180.0
137,1535516100,2,404,34.104021,-118.204462,0.0
138,1535516100,2,453,34.136857,-117.891613,0.0
139,1535516100,2,402,34.136775,-117.899979,180.0
140,1535516100,2,405,34.051622,-118.23786,0.0
141,1535516100,2,451,34.144517,-118.148217,180.0
142,1535516100,2,403,34.142982,-118.029333,0.0
143,1535516100,31,454,34.140548,-118.148183,0.0
144,1535516100,2,408,34.036247,-118.19302,180.0
145,1535516100,21,422,34.147732,-118.08192,180.0
146,1535516100,2,409,34.056061,-118.234759,180.0
147,1535516280,21,406,34.033783,-118.192167,0.0
148,1535516280,2,401,34.108683,-118.197602,180.0
149,1535516280,2,421,34.111911,-118.170898,180.0
150,1535516280,252,407,34.033395,-118.154466,180.0
151,1535516280,2,452,34.136759,-118.016578,180.0
152,1535516280,2,404,34.104021,-118.204462,0.0
153,1535516280,2,453,34.136857,-117.891613,0.0
154,1535516280,2,402,34.136775,-117.899979,180.0
155,1535516280,2,405,34.051622,-118.23786,0.0
156,1535516280,2,451,34.144517,-118.148217,180.0
157,1535516280,2,403,34.142982,-118.029333,0.0
158,1535516280,31,454,34.140548,-118.148183,0.0
159,1535516280,2,408,34.036247,-118.19302,180.0
160,1535516280,21,422,34.147732,-118.08192,180.0
161,1535516280,2,409,34.056061,-118.234759,180.0
162,1535516460,33,423,34.142982,-118.029333,180.0
163,1535516460,10,406,34.046044,-118.216283,0.0
164,1535516460,10,401,34.084717,-118.215797,180.0
165,1535516460,20,421,34.1071359,-118.200783,180.0
166,1535516460,33,407,34.033418,-118.155782,0.0
167,1535516460,33,452,34.147732,-118.08192,180.0
168,1535516460,10,404,34.112424,-118.163807,0.0
169,1535516460,20,402,34.131239,-117.948661,180.0
170,1535516460,248,424,34.132446,-117.991148,180.0
171,1535516460,20,405,34.064796,-118.235546,0.0
172,1535516460,33,451,34.115352,-118.157655,180.0
173,1535516460,20,403,34.132488,-117.975868,0.0
174,1535516460,33,454,34.152417,-118.114348,0.0
175,1535516460,20,408,34.033386,-118.180208,180.0
176,1535516460,33,422,34.151845,-118.132701,180.0
177,1535516460,10,409,34.047513,-118.22415,180.0
178,1535516640,33,423,34.142982,-118.029333,180.0
179,1535516640,10,406,34.046044,-118.216283,0.0
180,1535516640,10,401,34.084717,-118.215797,180.0
181,1535516640,20,421,34.1071359,-118.200783,180.0
182,1535516640,33,407,34.033418,-118.155782,0.0
183,1535516640,33,452,34.147732,-118.08192,180.0
184,1535516640,10,404,34.112424,-118.163807,0.0
185,1535516640,20,402,34.131239,-117.948661,180.0
186,1535516640,248,424,34.132446,-117.991148,180.0
187,1535516640,20,405,34.064796,-118.235546,0.0
188,1535516640,33,451,34.115352,-118.157655,180.0
189,1535516640,20,403,34.132488,-117.975868,0.0
190,1535516640,33,454,34.152417,-118.114348,0.0
191,1535516640,20,408,34.033386,-118.180208,180.0
192,1535516640,33,422,34.151845,-118.132701,180.0
193,1535516640,10,409,34.047513,-118.22415,180.0
194,1535516820,27,423,34.148691,-118.086438,180.0
195,1535516820,16,406,34.051622,-118.23786,0.0
196,1535516820,36,401,34.057452,-118.23442,180.0
197,1535516820,8,421,34.070755,-118.228575,180.0
198,1535516820,8,407,34.03326,-118.191737,0.0
199,1535516820,27,452,34.151833,-118.135717,180.0
200,1535516820,27,404,34.140548,-118.148183,0.0
201,1535516820,8,453,34.136857,-117.891613,0.0
202,1535516820,36,402,34.140337,-118.02527,180.0
203,1535516820,8,405,34.1020589,-118.204856,0.0
204,1535516820,8,451,34.104021,-118.204462,180.0
205,1535516820,8,403,34.136014,-117.906198,0.0
206,1535516820,16,454,34.1488749,-118.04564,0.0
207,1535516820,36,408,34.033395,-118.154466,180.0
208,1535516820,8,422,34.130328,-118.148047,180.0
209,1535516820,8,409,34.033328,-118.191982,180.0
210,1535517000,27,423,34.148691,-118.086438,180.0
211,1535517000,16,406,34.051622,-118.23786,0.0
212,1535517000,36,401,34.057452,-118.23442,180.0
213,1535517000,8,421,34.070755,-118.228575,180.0
214,1535517000,8,407,34.03326,-118.191737,0.0
215,1535517000,27,452,34.151833,-118.135717,180.0
216,1535517000,27,404,34.140548,-118.148183,0.0
217,1535517000,8,453,34.136857,-117.891613,0.0
218,1535517000,36,402,34.140337,-118.02527,180.0
219,1535517000,8,405,34.1020589,-118.204856,0.0
220,1535517000,8,451,34.104021,-118.204462,180.0
221,1535517000,8,403,34.136014,-117.906198,0.0
222,1535517000,16,454,34.1488749,-118.04564,0.0
223,1535517000,36,408,34.033395,-118.154466,180.0
224,1535517000,8,422,34.130328,-118.148047,180.0
225,1535517000,8,409,34.033328,-118.191982,180.0
226,1535517180,5,423,34.1512,-118.1461,180.0
227,1535517180,12,406,34.064796,-118.235546,0.0
228,1535517180,22,401,34.047513,-118.22415,180.0
229,1535517180,22,421,34.053178,-118.237752,180.0
230,1535517180,35,407,34.047232,-118.219914,0.0
231,1535517180,12,452,34.119903,-118.151627,180.0
232,1535517180,22,404,34.152417,-118.114348,0.0
233,1535517180,46,453,34.1308999,-117.947721,180.0
234,1535517180,5,402,34.149532,-118.087822,180.0
235,1535517180,5,405,34.114574,-118.158547,0.0
236,1535517180,5,451,34.06675,-118.234833,180.0
237,1535517180,208,403,34.136919,-117.891003,0.0
238,1535517180,12,454,34.132468,-117.979571,0.0
239,1535517180,22,408,34.033406,-118.155974,0.0
240,1535517180,5,422,34.112163,-118.189247,180.0
241,1535517180,35,409,34.033319,-118.168064,180.0
242,1535517360,5,423,34.1512,-118.1461,180.0
243,1535517360,12,406,34.064796,-118.235546,0.0
244,1535517360,22,401,34.047513,-118.22415,180.0
245,1535517360,22,421,34.053178,-118.237752,180.0
246,1535517360,35,407,34.047232,-118.219914,0.0
247,1535517360,12,452,34.119903,-118.151627,180.0
248,1535517360,22,404,34.152417,-118.114348,0.0
249,1535517360,46,453,34.1308999,-117.947721,180.0
250,1535517360,5,402,34.149532,-118.087822,180.0
251,1535517360,5,405,34.114574,-118.158547,0.0
252,1535517360,5,451,34.06675,-118.234833,180.0
253,1535517360,208,403,34.136919,-117.891003,0.0
254,1535517360,12,454,34.132468,-117.979571,0.0
255,1535517360,22,408,34.033406,-118.155974,0.0
256,1535517360,5,422,34.112163,-118.189247,180.0
257,1535517360,35,409,34.033319,-118.168064,180.0
258,1535517540,3,423,34.115685,-118.157302,180.0
259,1535517540,43,406,34.0984,-118.206467,0.0
260,1535517540,3,401,34.033783,-118.192167,180.0
261,1535517540,12,421,34.046044,-118.216283,180.0
262,1535517540,12,407,34.051622,-118.23786,0.0
263,1535517540,51,452,34.108683,-118.197602,180.0
264,1535517540,3,404,34.148863,-118.047351,0.0
265,1535517540,23,453,34.140337,-118.02527,180.0
266,1535517540,23,402,34.1512,-118.1461,180.0
267,1535517540,3,424,34.132375,-117.998302,180.0
268,1535517540,3,405,34.140317,-118.14815,0.0
269,1535517540,23,451,34.051622,-118.23786,180.0
270,1535517540,3,403,34.136746,-117.901636,180.0
271,1535517540,3,454,34.133664,-117.913735,0.0
272,1535517540,23,408,34.033783,-118.192167,0.0
273,1535517540,12,422,34.089522,-118.21147,180.0
274,1535517540,205,409,34.033395,-118.154466,180.0
275,1535517720,3,423,34.111526,-118.186431,180.0
276,1535517720,69,406,34.108683,-118.197602,0.0
277,1535517720,3,401,34.03332,-118.184666,180.0
278,1535517720,3,421,34.0355739,-118.192258,180.0
279,1535517720,31,407,34.057452,-118.23442,0.0
280,1535517720,3,452,34.094269,-118.210615,180.0
281,1535517720,141,426,34.132446,-117.991148,180.0
282,1535517720,31,404,34.140337,-118.02527,0.0
283,1535517720,3,453,34.148369,-118.073431,180.0
284,1535517720,3,402,34.139816,-118.148139,180.0
285,1535517720,3,424,34.140337,-118.02527,180.0
286,1535517720,3,405,34.151845,-118.132701,0.0
287,1535517720,3,451,34.047772,-118.227849,180.0
288,1535517720,3,403,34.12906,-117.932574,180.0
289,1535517720,17,454,34.136857,-117.891613,0.0
290,1535517720,17,408,34.042898,-118.207917,0.0
291,1535517720,11,422,34.081802,-118.219223,180.0
292,1535517900,98,423,34.108683,-118.197602,180.0
293,1535517900,8,406,34.111787,-118.171467,0.0
294,1535517900,8,401,34.033352,-118.163801,180.0
295,1535517900,31,421,34.033328,-118.191982,180.0
296,1535517900,8,407,34.06675,-118.234833,0.0
297,1535517900,52,452,34.083327,-118.217277,180.0
298,1535517900,8,404,34.132444,-117.988407,0.0
299,1535517900,31,453,34.148691,-118.086438,180.0
300,1535517900,16,402,34.119903,-118.151627,180.0
301,1535517900,16,424,34.148826,-118.053351,180.0
302,1535517900,16,405,34.152505,-118.10424,0.0
303,1535517900,8,451,34.046044,-118.216283,180.0
304,1535517900,8,403,34.132565,-117.958869,180.0
305,1535517900,172,454,34.136919,-117.891003,0.0
306,1535517900,38,408,34.047232,-118.219914,0.0
307,1535517900,16,422,34.063061,-118.236103,180.0
308,1535517900,31,409,34.033406,-118.155974,0.0
309,1535518080,12,423,34.090062,-118.21136,180.0
310,1535518080,12,406,34.119956,-118.151605,0.0
311,1535518080,27,401,34.033395,-118.154466,180.0
312,1535518080,18,421,34.033319,-118.168064,180.0
313,1535518080,12,407,34.087263,-118.213191,0.0
314,1535518080,48,452,34.063861,-118.23584,180.0
315,1535518080,27,404,34.132565,-117.958869,0.0
316,1535518080,12,453,34.152246,-118.122824,180.0
317,1535518080,12,402,34.1101669,-118.178456,180.0
318,1535518080,12,424,34.148691,-118.086438,180.0
319,1535518080,27,405,34.14792,-118.077657,0.0
320,1535518080,18,451,34.036903,-118.19448,180.0
321,1535518080,12,403,34.1325689,-118.000816,180.0
322,1535518080,71,408,34.047772,-118.227849,0.0
323,1535518080,12,422,34.053441,-118.235998,180.0
324,1535518080,27,409,34.0333759,-118.173907,0.0
325,1535518260,20,423,34.081802,-118.219223,180.0
326,1535518260,7,406,34.139816,-118.148139,0.0
327,1535518260,207,401,34.033395,-118.154466,180.0
328,1535518260,20,421,34.033395,-118.154466,180.0
329,1535518260,7,407,34.1020589,-118.204856,0.0
330,1535518260,7,452,34.055405,-118.234902,180.0
331,1535518260,20,426,34.132864,-118.002339,180.0
332,1535518260,45,404,34.12906,-117.932574,0.0
333,1535518260,37,453,34.151833,-118.135717,180.0
334,1535518260,64,427,34.132444,-117.988407,0.0
335,1535518260,45,402,34.108683,-118.197602,180.0
336,1535518260,64,424,34.152417,-118.114348,180.0
337,1535518260,20,425,34.132488,-117.975868,0.0
338,1535518260,7,405,34.142982,-118.029333,0.0
339,1535518260,7,451,34.033328,-118.182941,180.0
340,1535518260,7,403,34.142982,-118.029333,180.0
341,1535518260,20,454,34.136014,-117.906198,180.0
342,1535518260,28,408,34.051622,-118.23786,0.0
343,1535518260,37,422,34.047861,-118.229378,180.0
344,1535518260,37,409,34.033783,-118.192167,0.0
345,1535518440,26,423,34.063061,-118.236103,180.0
346,1535518440,67,406,34.140317,-118.14815,0.0
347,1535518440,200,421,34.033395,-118.154466,180.0
348,1535518440,26,407,34.110365,-118.194177,0.0
349,1535518440,46,452,34.0501,-118.237901,180.0
350,1535518440,7,426,34.1340689,-118.006742,180.0
351,1535518440,7,404,34.136683,-117.902407,0.0
352,1535518440,7,453,34.139816,-118.148139,180.0
353,1535518440,244,427,34.132444,-117.988407,0.0
354,1535518440,26,402,34.098552,-118.206192,180.0
355,1535518440,30,424,34.151833,-118.135717,180.0
356,1535518440,26,425,34.1308999,-117.947721,0.0
357,1535518440,26,405,34.133057,-118.003055,0.0
358,1535518440,88,451,34.033302,-118.171103,180.0
359,1535518440,17,403,34.148016,-118.076199,180.0
360,1535518440,30,454,34.128987,-117.933165,180.0
361,1535518440,26,408,34.057452,-118.23442,0.0
362,1535518440,7,422,34.047232,-118.219914,180.0
363,1535518440,17,409,34.042898,-118.207917,0.0
364,1535518620,5,423,34.055405,-118.234902,180.0
365,1535518620,15,406,34.15201,-118.1258,0.0
366,1535518620,5,401,34.033302,-118.171103,0.0
367,1535518620,5,407,34.113605,-118.159559,0.0
368,1535518620,43,452,34.047772,-118.227849,180.0
369,1535518620,26,426,34.148745,-118.039876,180.0
370,1535518620,96,404,34.136919,-117.891003,0.0
371,1535518620,5,453,34.119801,-118.151798,180.0
372,1535518620,15,402,34.083327,-118.217277,180.0
373,1535518620,5,424,34.140548,-118.148183,180.0
374,1535518620,5,425,34.132392,-117.917928,0.0
375,1535518620,26,405,34.1324929,-117.975084,0.0
376,1535518620,43,451,34.033399,-118.158475,180.0
377,1535518620,5,403,34.152505,-118.10424,180.0
378,1535518620,35,454,34.132544,-117.968079,180.0
379,1535518620,15,408,34.064796,-118.235546,0.0
380,1535518620,15,422,34.043807,-118.209999,180.0
381,1535518620,26,409,34.047232,-118.219914,0.0
382,1535518800,5,423,34.0483,-118.232583,180.0
383,1535518800,12,406,34.15237,-118.093421,0.0
384,1535518800,12,401,34.03332,-118.183483,0.0
385,1535518800,5,407,34.128831,-118.14802,0.0
386,1535518800,23,452,34.046044,-118.216283,180.0
387,1535518800,12,426,34.147842,-118.080033,180.0
388,1535518800,276,404,34.136919,-117.891003,0.0
389,1535518800,5,453,34.109958,-118.180223,180.0
390,1535518800,12,402,34.063861,-118.23584,180.0
391,1535518800,5,424,34.119956,-118.151605,180.0
392,1535518800,5,425,34.136919,-117.891003,0.0
393,1535518800,5,405,34.128936,-117.933582,0.0
394,1535518800,75,451,34.033395,-118.154466,180.0
395,1535518800,5,403,34.151845,-118.132701,180.0
396,1535518800,23,454,34.133057,-118.003055,180.0
397,1535518800,12,408,34.084717,-118.215797,0.0
398,1535518800,34,422,34.034751,-118.192189,180.0
399,1535518800,34,409,34.047861,-118.229378,0.0
400,1535518980,43,423,34.047772,-118.227849,180.0
401,1535518980,22,406,34.148016,-118.076199,0.0
402,1535518980,50,401,34.034751,-118.192189,0.0
403,1535518980,43,421,34.033418,-118.155782,0.0
404,1535518980,32,407,34.140548,-118.148183,0.0
405,1535518980,3,452,34.0355739,-118.192258,180.0
406,1535518980,14,426,34.152417,-118.114348,180.0
407,1535518980,22,428,34.132444,-117.988407,0.0
408,1535518980,3,404,34.136014,-117.906198,180.0
409,1535518980,60,453,34.108683,-118.197602,180.0
410,1535518980,14,427,34.132482,-117.976834,0.0
411,1535518980,3,402,34.056061,-118.234759,180.0
412,1535518980,3,424,34.11086,-118.174745,180.0
413,1535518980,185,425,34.136919,-117.891003,0.0
414,1535518980,32,405,34.136014,-117.906198,0.0
415,1535518980,255,451,34.033395,-118.154466,180.0
416,1535518980,14,403,34.144517,-118.148217,180.0
417,1535518980,43,454,34.142982,-118.029333,180.0
418,1535518980,3,408,34.100651,-118.204783,0.0
419,1535518980,3,422,34.03332,-118.183483,180.0
420,1535518980,14,409,34.053178,-118.237752,0.0
421,1535519160,12,423,34.046044,-118.216283,180.0
422,1535519160,32,406,34.142982,-118.029333,0.0
423,1535519160,32,401,34.042898,-118.207917,0.0
424,1535519160,12,421,34.033319,-118.168064,0.0
425,1535519160,114,407,34.140317,-118.14815,0.0
426,1535519160,32,452,34.03326,-118.191311,180.0
427,1535519160,12,426,34.15201,-118.1258,180.0
428,1535519160,202,428,34.132444,-117.988407,0.0
429,1535519160,32,404,34.128987,-117.933165,180.0
430,1535519160,12,453,34.0984,-118.206467,180.0
431,1535519160,12,427,34.1308999,-117.947721,0.0
432,1535519160,12,402,34.0483,-118.232583,180.0
433,1535519160,25,424,34.108683,-118.197602,180.0
434,1535519160,67,405,34.136919,-117.891003,0.0
435,1535519160,32,403,34.130328,-118.148047,180.0
436,1535519160,12,454,34.148004,-118.07633,180.0
437,1535519160,25,408,34.110365,-118.194177,0.0
438,1535519160,67,422,34.0333759,-118.173907,180.0
439,1535519160,91,409,34.057452,-118.23442,0.0
440,1535519340,23,423,34.036247,-118.19302,180.0
441,1535519340,52,406,34.133057,-118.003055,0.0
442,1535519340,44,401,34.047232,-118.219914,0.0
443,1535519340,12,421,34.03332,-118.183483,0.0
444,1535519340,44,407,34.152417,-118.114348,0.0
445,1535519340,23,452,34.033386,-118.180208,180.0
446,1535519340,52,426,34.1512,-118.1461,180.0
447,1535519340,23,404,34.132544,-117.968079,180.0
448,1535519340,44,453,34.083327,-118.217277,180.0
449,1535519340,44,427,34.12906,-117.932574,0.0
450,1535519340,12,402,34.047232,-118.219914,180.0
451,1535519340,23,424,34.098552,-118.206192,180.0
452,1535519340,247,405,34.136919,-117.891003,0.0
453,1535519340,12,403,34.113605,-118.159559,180.0
454,1535519340,23,454,34.152505,-118.10424,180.0
455,1535519340,12,408,34.113605,-118.159559,0.0
456,1535519340,31,422,34.03335,-118.162183,180.0
457,1535519340,31,409,34.06675,-118.234833,0.0
458,1535519524,54,423,34.03326,-118.191311,180.0
459,1535519524,40,406,34.1324929,-117.975084,0.0
460,1535519524,83,401,34.047772,-118.227849,0.0
461,1535519524,14,421,34.035243,-118.19222,0.0
462,1535519524,32,407,34.147732,-118.08192,0.0
463,1535519524,14,452,34.033368,-118.160931,180.0
464,1535519524,14,426,34.133521,-118.148126,180.0
465,1535519524,19,404,34.133057,-118.003055,180.0
466,1535519524,32,453,34.063861,-118.23584,180.0
467,1535519524,19,427,34.136014,-117.906198,0.0
468,1535519524,14,402,34.043807,-118.209999,180.0
469,1535519524,32,424,34.084717,-118.215797,180.0
470,1535519524,32,425,34.135809,-117.906884,180.0
471,1535519524,98,451,34.033406,-118.155974,0.0
472,1535519524,32,403,34.109986,-118.194955,180.0
473,1535519524,19,454,34.15201,-118.1258,180.0
474,1535519524,19,408,34.128831,-118.14802,0.0
475,1535519524,74,422,34.033395,-118.154466,180.0
476,1535519524,19,409,34.087263,-118.213191,0.0
477,1535519700,54,423,34.03326,-118.191311,180.0
478,1535519700,40,406,34.1324929,-117.975084,0.0
479,1535519700,83,401,34.047772,-118.227849,0.0
480,1535519700,14,421,34.035243,-118.19222,0.0
481,1535519700,32,407,34.147732,-118.08192,0.0
482,1535519700,14,452,34.033368,-118.160931,180.0
483,1535519700,14,426,34.133521,-118.148126,180.0
484,1535519700,19,404,34.133057,-118.003055,180.0
485,1535519700,32,453,34.063861,-118.23584,180.0
486,1535519700,19,427,34.136014,-117.906198,0.0
487,1535519700,14,402,34.043807,-118.209999,180.0
488,1535519700,32,424,34.084717,-118.215797,180.0
489,1535519700,32,425,34.135809,-117.906884,180.0
490,1535519700,98,451,34.033406,-118.155974,0.0
491,1535519700,32,403,34.109986,-118.194955,180.0
492,1535519700,19,454,34.15201,-118.1258,180.0
493,1535519700,19,408,34.128831,-118.14802,0.0
494,1535519700,74,422,34.033395,-118.154466,180.0
495,1535519700,19,409,34.087263,-118.213191,0.0
496,1535519880,7,423,34.033368,-118.160931,180.0
497,1535519880,38,406,34.136014,-117.906198,0.0
498,1535519880,18,401,34.057452,-118.23442,0.0
499,1535519880,47,421,34.047513,-118.22415,0.0
500,1535519880,18,407,34.136759,-118.016578,0.0
501,1535519880,266,452,34.033395,-118.154466,180.0
502,1535519880,7,426,34.110199,-118.181873,180.0
503,1535519880,65,404,34.148826,-118.053351,180.0
504,1535519880,18,453,34.0483,-118.232583,180.0
505,1535519880,186,427,34.136919,-117.891003,0.0
506,1535519880,18,402,34.0333759,-118.173907,180.0
507,1535519880,18,424,34.056061,-118.234759,180.0
508,1535519880,7,425,34.1325379,-117.969233,180.0
509,1535519880,7,405,34.135439,-117.908092,180.0
510,1535519880,7,451,34.03332,-118.183483,0.0
511,1535519880,18,403,34.084717,-118.215797,180.0
512,1535519880,7,454,34.137773,-118.148114,180.0
513,1535519880,107,408,34.1512,-118.1461,0.0
514,1535519880,27,422,34.03335,-118.162183,0.0
515,1535519880,54,409,34.110365,-118.194177,0.0
516,1535520060,27,423,34.033395,-118.154466,180.0
517,1535520060,61,406,34.136919,-117.891003,0.0
518,1535520060,5,401,34.064796,-118.235546,0.0
519,1535520060,45,421,34.047861,-118.229378,0.0
520,1535520060,27,407,34.132444,-117.988407,0.0
521,1535520060,85,426,34.109986,-118.194955,180.0
522,1535520060,5,404,34.149532,-118.087822,180.0
523,1535520060,45,453,34.047634,-118.22594,180.0
524,1535520060,45,402,34.03335,-118.162183,180.0
525,1535520060,27,424,34.0501,-118.237901,180.0
526,1535520060,5,425,34.133057,-118.003055,180.0
527,1535520060,16,405,34.128676,-117.93575,180.0
528,1535520060,16,451,34.0355739,-118.192258,0.0
529,1535520060,5,403,34.064796,-118.235546,180.0
530,1535520060,5,454,34.117204,-118.155258,180.0
531,1535520060,16,408,34.152505,-118.10424,0.0
532,1535520060,45,422,34.0333759,-118.173907,0.0
533,1535520060,5,409,34.115151,-118.157899,0.0
534,1535520240,207,423,34.033395,-118.154466,180.0
535,1535520240,241,406,34.136919,-117.891003,0.0
